index,ID,Tweet,Timestamp,Likes,Retweets,Length
0,1500939349889884166,"أثناء زيارتها لـ #إكسبو2020 #دبي.. وزيرة نمساوية: إكسبو دبي منصة رائعة لتبادل الأفكار، ومدّ جسور التواصل بين الناس، واستحداث الابتكارات

#عينك_على_إكسبو
#Expo2020 @expo2020dubai
https://t.co/D4ZCYNIgSq",2022-03-07 21:00:01+00:00,0,0,201
1,1500900614473138181,"#RobertoCavalli #Uomo 
@roberto_cavalli 

* المقدمة : 
( البنفسج الاسود - زعفران ) 

* القلب :
( عسل - لاڤندر )

* القاعدة : 
( تونكا - خشب الارز - باتشولي ) @ Expo 2020 Dubai https://t.co/MMc6IY8ER8",2022-03-07 18:26:06+00:00,0,0,199
2,1500770169651707904,هذو لي راك تهدر عليهم هم نفسهم الذين اردتم ان تنسبوهم اليكم، و الحمد لله العالم كله سمع بقصة المروك الذي استعمل صور مرأة ولاد نايل في  dubai expo و اراد ان يوهم الناس انهم مراريك. https://t.co/5EVDatIWze,2022-03-07 09:47:46+00:00,1,0,203
3,1500745009611657224,"تتوافق Shion مع عبارة ""لن أنساك. نقدم للزوار أزهارًا افتراضية فريدة من نوعها من جذع واحد، حيث يحصل الضيوف على لمحة نادرة عن 40 نوعًا من الزهور الرائعة في اليابان. #JapanPavilion at Expo 2020 Dubai #JapanDubai2020 #WhereIdeasMeet #OMOTENASHIflower @expo2020dubai https://t.co/Mtanij7WSa",2022-03-07 08:07:47+00:00,1,0,285
4,1500730516831715328,"جناح #أنجولا يحتفي مع جمهور #إكسبو2020 #دبي بالهوية والمنشأ ورحلة الحياة.. حيث قدمت مجموعة من الفنانين لوحات راقصة تعبيرية

للتفاصيل | https://t.co/eNlPwaxF1v

#عينك_على_إكسبو
#Expo2020 @expo2020dubai https://t.co/Is6y0MKurL",2022-03-07 07:10:12+00:00,1,1,224
5,1500717571720597510,"🗓️ متحمسون لجدول أعمالنا هذا الأسبوع في @expo2020dubai؟ استمتعوا بنشاطات متنوعة مع كانون ولا تنسوا المشاركة بمسابقاتنا الكثيرة والممتعة، على موقعنا الالكتروني : https://t.co/h0sELXY2Mr
#كانون_الشرق_الأوسط #كانون_شمال_أفريقيا #إكسبو2020 #دبي🇦🇪 https://t.co/5pOJ4MHFa0",2022-03-07 06:18:45+00:00,1,1,266
6,1500564069027299330,حصن الإتحاد 8 🇦🇪👮🏻‍♂️#حصن_الإتحاد_8 #expo_2020_dubai #إكسبو_2020_دبي #وزارة_الدفاع https://t.co/0pAaHCkgvT,2022-03-06 20:08:47+00:00,2,0,106
7,1500549356201693185,ألق نظرة على أسرع وأغلى سيارة إسعاف بالعالم في إكسبو 2020 دبي https://t.co/8iDVW3Rn9P عبر @cnnarabic,2022-03-06 19:10:20+00:00,1,0,100
8,1500549096909778948,"مُكوّن ""سحري"" للبشرة.. شركة تستخدم حليب الإبل لصنع الصابون https://t.co/fnfWG64vnk عبر @cnnarabic",2022-03-06 19:09:18+00:00,1,0,97
9,1500538787092434945,"مُكوّن ""سحري"" للبشرة ومفيد للاستحمام.. شركة تستخدم حليب الإبل لصنع الصابون https://t.co/Ypf4lK2WEu++",2022-03-06 18:28:20+00:00,0,0,100
10,1500529057070555136,"#إكسبو2020 دبي.. حصن الاتحاد 8 يسلط الضوء على الفخر الوطني بـ #الإمارات

رابط التقرير | https://t.co/vnx2eQfDlg

#عينك_على_إكسبو
#Expo2020 @expo2020dubai https://t.co/6DLUWI2QUm",2022-03-06 17:49:40+00:00,2,1,177
11,1500501458785128451,"رئيس وزراء #كرواتيا: #إكسبو2020 دبي"" يعزز ويثري علاقاتنا مع #الإمارات

رابط التقرير | https://t.co/QE5XUFeCy9

#عينك_على_إكسبو
#Expo2020 @expo2020dubai https://t.co/hSOdM2CdAP",2022-03-06 16:00:00+00:00,1,1,175
12,1500368101656911873,"مُكوّن ""سحري"" للبشرة ومفيد للاستحمام.. شركة تستخدم حليب الإبل لصنع الصابون
https://t.co/yfiAHSD7M9

#CNNatEXPO
#Expo2020",2022-03-06 07:10:05+00:00,17,3,120
13,1500366758959529985,"نجم الهندي اللامع إلاياراجا حفلا كبيرا يتألف على منصة اليوبيل، وسط حضور جمهوري لافت بـ #إكسبو2020 #دبي 

#عينك_على_إكسبو
#Expo2020 @expo2020dubai 

https://t.co/uQSnEqMlou",2022-03-06 07:04:45+00:00,0,1,171
14,1500356011428773891,"تكنولوجيا CNN ||| مُكوّن ""سحري"" للبشرة ومفيد للاستحمام.. شركة تستخدم حليب الإبل لصنع الصابون https://t.co/mxe4zach0w",2022-03-06 06:22:03+00:00,0,0,116
15,1500345778312826880,"مُكوّن ""سحري"" للبشرة ومفيد للاستحمام.. شركة تستخدم حليب الإبل لصنع الصابون https://t.co/oV0jSUzxHR",2022-03-06 05:41:23+00:00,0,0,98
16,1500333718283685891,صاحب السمو الشيخ محمد بن راشد آل مكتوم، نائب رئيس الدولة رئيس مجلس الوزراء حاكم دبي، رعاه الله …. حصن الاتحاد8 @unionfortress8 @ Expo 2020 Dubai https://t.co/pHxDyOC7gl,2022-03-06 04:53:27+00:00,0,0,168
17,1500313451427598338,بعد مرور عام على اتفاقات أبراهام، إسرائيل ”سعيدة” بالتواجد في معرض دبي إكسبو https://t.co/uolcYCqjWZ,2022-03-06 03:32:55+00:00,0,0,100
18,1500282550689935360,ألق نظرة على أسرع وأغلى سيارة إسعاف بالعالم في #إكسبو2020 #دبي https://t.co/GdauLpfOVJ #Expo2020 #Expo2020Dubai #CNNatExpo,2022-03-06 01:30:08+00:00,21,2,122
19,1500227023138181127,#dubai_expo_2020 حينما يجتمع العالم في قرية 🌿🕊♥️ #🕋🇲🇦👑 https://t.co/JCSyvAJvCP,2022-03-05 21:49:29+00:00,1,0,78
20,1500199468766928896,"#إكسبو2020 دبي.. رحلة إلى الدومينيكان ""محور الأمريكتين الطبيعي""

رابط التقرير | https://t.co/2LfcoENv5N

#عينك_على_إكسبو
#Expo2020 @expo2020dubai https://t.co/H9wooWFZOH",2022-03-05 20:00:00+00:00,1,3,169
